Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,15.767824,16.398537,15.639854,16.352835,11.385475,15454500
2010-01-05,16.563070,16.974405,16.425961,16.773310,11.678226,17087295
2010-01-06,16.809872,17.385740,16.599634,17.193785,11.970974,16896939
2010-01-07,17.166363,17.413162,16.800732,17.321754,12.060077,12077869
2010-01-08,17.303473,17.349176,16.937843,17.084095,11.894607,13914258
2010-01-11,17.239489,17.303473,16.654478,16.919561,11.780052,10924575
2010-01-12,16.608774,16.709324,16.261427,16.645338,11.589128,10643854
2010-01-13,16.636196,16.636196,16.142595,16.508226,11.493666,16334733
2010-01-14,16.508226,16.791590,16.361975,16.700184,11.627313,9420981
2010-01-15,16.681902,17.175503,16.590494,17.157221,11.945518,21476533
2010-01-19,17.138941,17.303473,16.974405,17.248629,12.009161,13518667
2010-01-20,17.084095,17.568556,17.020109,17.477148,12.168262,19232082
2010-01-21,17.440584,17.559416,16.937843,17.276051,12.028252,14618575
2010-01-22,17.084095,17.138941,16.535648,16.617916,11.570032,15366215
2010-01-25,16.755028,16.956123,16.499086,16.773310,11.678226,10782683
2010-01-26,16.691042,17.413162,16.617916,17.385740,12.104624,22434767
2010-01-27,17.221207,17.422302,16.755028,17.084095,11.894607,25500812
2010-01-28,17.047531,17.166363,16.453382,16.846436,11.729139,16059701
2010-01-29,16.873857,17.413162,16.809872,16.837294,11.722774,16339109
2010-02-01,17.056673,17.541134,17.047531,17.513712,12.193723,13116404
2010-02-02,17.559416,17.650824,17.202925,17.605120,12.257365,12607912
2010-02-03,17.303473,17.504570,17.038391,17.312614,12.053710,8913037
2010-02-04,17.038391,17.111517,16.526508,16.553930,11.525488,10470127
2010-02-05,16.499086,16.608774,15.987203,16.599634,11.557304,13516261
2010-02-08,16.581352,16.654478,16.279707,16.316271,11.360020,7159464
2010-02-09,16.517366,16.718464,16.297989,16.544790,11.519118,9645579
2010-02-10,16.462523,16.553930,16.115173,16.453382,11.455483,8711194
2010-02-11,16.462523,16.535648,16.096891,16.453382,11.455483,14182616
2010-02-12,16.252285,16.270567,16.005484,16.179159,11.295932,12805708
2010-02-16,16.307131,16.480804,16.243143,16.425961,11.468244,9928488
2010-02-17,16.453382,16.544790,16.188299,16.288849,11.372519,8019239
2010-02-18,16.252285,16.334553,16.096891,16.170017,11.289548,12758884
2010-02-19,16.224863,16.398537,16.060329,16.352835,11.417191,9502593
2010-02-22,16.444241,16.453382,16.179159,16.252285,11.346987,10545175
2010-02-23,16.188299,16.252285,15.795247,15.978062,11.155531,11636440
2010-02-24,15.987203,16.261427,15.804388,16.087751,11.232111,9561779
2010-02-25,15.831810,15.950640,15.648995,15.950640,11.136385,10209099
2010-02-26,15.959781,16.252285,15.923218,16.014626,11.181058,7680099
2010-03-01,16.133455,16.234003,16.087751,16.124313,11.257640,6410621
2010-03-02,16.078611,16.837294,16.005484,16.636196,11.615026,14737493
2010-03-03,16.736746,17.221207,16.700184,17.020109,11.883069,12679898
2010-03-04,17.065813,17.239489,16.910419,17.202925,12.010702,9867989
2010-03-05,17.294333,17.943327,17.294333,17.888483,12.489342,15482288
2010-03-08,17.906763,18.171846,17.870201,17.934187,12.521255,8676295
